                                 The SAS System                                1
                                             Thursday, July  8, 2021 08:19:00 PM

       Obs    gvkey      fyear                   mii                    pi
      9552    065045      1997                0.0000                2.9700
      9553    065045      1999                0.0000                1.9600
      9554    065051      1997                0.0000                2.9420
      9555    065051      1998                0.0000                2.5190
      9556    065074      1997                0.0000               15.2000
      9557    065105      1997                0.0000              111.9130
      9558    065105      1998                0.0000              134.7690
      9559    065105      1999                0.0000              181.3200
      9560    065105      2000                0.0000              213.8230
      9561    065124      1997                0.0460                3.5360
      9562    065128      1998                0.0000                3.3020
      9563    065128      1999                0.0000                1.2350
      9564    065128      2000                0.0000                1.1900
      9565    065135      1997                0.0000               31.2100
      9566    065135      1998                0.0000               55.9640
      9567    065142      1998                0.0000               60.2140
      9568    065142      1999                0.0000              108.6270
      9569    065142      2000                0.0000              136.8800
      9570    065149      1998                0.0000               21.7290
      9571    065158      1997                0.0000                8.7330
      9572    065158      1998                0.0000                6.0400
      9573    065158      1999                0.0000                1.0860
      9574    065158      2000                0.0000                4.2290
      9575    065163      1997                 .                  205.6130
      9576    065163      1998                 .                  325.4810
      9577    065163      1999                 .                  361.2720
      9578    065179      1997                0.0000                2.6140
      9579    065215      1997                0.0000                4.2460
      9580    065215      1998                0.0000                7.7310
      9581    065215      1999                0.0000               13.0380
      9582    065215      2000                0.0000               25.0740
      9583    065247      1997                0.0000                3.5460
      9584    065247      1998                0.0000                4.9350
      9585    065270      1997                0.0000               13.9370
      9586    065270      1998                0.0000               37.0550
      9587    065270      1999                0.0000               32.0270
      9588    065270      2000                0.0000                7.0180
      9589    065310      1998                0.0000               13.6580
      9590    065310      1999                0.0000               16.8870
      9591    065313      1997                 .                   24.3980
      9592    065313      1998                 .                   15.3760
      9593    065313      1999                 .                   17.0360
      9594    065313      2000                0.0000               21.6500
      9595    065317      1997                0.0000                5.1140
      9596    065317      1998                0.0000               12.0580
      9597    065317      1999                0.0000               12.6970
      9598    065350      1997                0.0000              290.0000
      9599    065350      1998                0.0000              375.0000
      9600    065350      1999                 .                  303.0000
      9601    065387      1997                0.0000                3.7140
      9602    065387      1998                0.0000                4.6090
      9603    065413      1997                0.0000                5.4710
      9604    065413      1998                0.0000                9.7400
      9605    065421      1997                0.0000                5.3210
      9606    065430      2000                0.0000               70.1510
      9607    065434      1997                0.0000                4.2340
      9608    065436      1997                0.0000                9.0030
      9609    065449      1997                0.0000                8.2750
      9610    065449      1998                0.0000                8.6070
      9611    065459      1999                0.0000               37.5980
      9612    065459      2000                0.0000               57.9520
      9613    065463      1998                0.0000               15.9970
      9614    065463      2000                0.0000                9.0730
      9615    065472      1997                0.0000                1.9130
      9616    065472      1998                0.0000                1.4450
      9617    065472      1999                0.0000                0.1420
      9618    065482      1997                0.0000                4.4980
      9619    065482      1998                0.0000                4.0580
      9620    065482      1999                0.0000                2.2510
      9621    065482      2000                0.0000                2.1070
      9622    065484      1998                0.0000                6.7060
      9623    065484      1999                0.0000                8.3320
      9624    065484      2000                0.0000                4.5360
      9625    065488      1997                0.0000                7.7020
      9626    065488      1998                0.0000               19.3440
      9627    065491      1998                0.0940                3.9170
      9628    065494      2000                 .                   15.8170
      9629    065499      1994                0.0000              268.6000
      9630    065499      1995                0.0000              287.0000
      9631    065499      1996                0.0000              220.0240
      9632    065521      1997                0.0000                8.9400
      9633    065521      1998                0.0000                3.0080
      9634    065549      1997                0.0000               13.0040
      9635    065554      1997                0.0000               11.7760
      9636    065554      1998                0.0000                8.0560
      9637    065554      1999                0.0000               16.5010
      9638    065554      2000                0.0000               66.3860
      9639    065569      1997                0.0000                7.3520
      9640    065569      1998                0.0000                6.2350
      9641    065569      1999                0.0000                9.0140
      9642    065569      2000                0.0000               10.5760
      9643    065586      1998                0.0000                5.1110
      9644    065587      1997                0.0000                3.5930
      9645    065587      1998                0.0000                0.7820
      9646    065587      1999                0.0000                2.2230
      9647    065587      2000                0.0000                3.8560
      9648    065590      1997                 .                   50.8950
      9649    065590      1998                 .                   56.0360
      9650    065590      1999                 .                   67.0220
      9651    065590      2000                 .                   46.7940
      9652    065604      1997                0.0000                6.1910
      9653    065604      1998                0.0000               17.4970
      9654    065607      1998                0.0000               11.0000
      9655    065609      1997                 .                   35.0060
      9656    065609      1998                 .                   71.2870
      9657    065609      1999                 .                   88.4770
      9658    065609      2000                 .                  117.7580
      9659    065630      1997                0.0000                7.8920
      9660    065652      1998                0.0000                1.2450
      9661    065652      1999                0.0000                1.3280
      9662    065655      1997                0.0000                3.4940
      9663    065655      1998                0.0000                9.5390
      9664    065655      1999                0.0000                3.2240
      9665    065655      2000                0.0000                3.7540
      9666    065658      1998                0.0000               11.8360
      9667    065665      1997                0.0000                4.7800
      9668    065665      1999                0.0000                3.4050
      9669    065665      2000                0.0000                3.1270
      9670    065669      1997                0.0000               12.8420
      9671    065669      1998                0.0000               32.7630
      9672    065669      1999                0.0000               40.0860
      9673    065671      1997                0.0000               19.5250
      9674    065671      1998                0.0000               26.6550
      9675    065671      1999                0.0000               18.1140
      9676    065671      2000                0.0000               16.9110
      9677    065681      1997                0.0000               10.2090
      9678    065681      1998                0.0000               16.8340
      9679    065681      1999                0.0000               33.5380
      9680    065681      2000                0.0000               44.5690
      9681    065697      1998                3.0340                2.4340
      9682    065697      1999                3.9210               48.7210
      9683    065701      1998                0.0000               22.1080
      9684    065701      1999                0.0000               47.1040
      9685    065706      1998                0.0000                4.3880
      9686    065716      1997                0.0000                2.0170
      9687    065718      1997                0.0000                6.3910
      9688    065718      1998                0.0000               35.2210
      9689    065718      1999                0.0000               55.6890
      9690    065718      2000                0.0000               65.8260
      9691    065724      1998                0.0000                4.3160
      9692    065725      1997                0.0000                3.1870
      9693    065725      1998                0.0000                3.5340
      9694    065725      1999                0.0000                0.9910
      9695    065725      2000                0.0000                0.1020
      9696    065731      1997                0.0000                6.1930
      9697    065731      1998                0.0000                9.2060
      9698    065732      1997                1.9360                6.4100
      9699    065732      1998                0.3790               19.8120
      9700    065732      1999                1.3540                9.1840
      9701    065732      2000                1.1530                3.1550
      9702    065739      1998                0.0000                7.7930
      9703    065739      1999                0.0000               10.2600
      9704    065739      2000                0.0000               21.1330
      9705    065748      1997                0.0000               15.7570
      9706    065748      1998                0.0000               46.0840
      9707    065755      1997                0.0000                0.6840
      9708    065766      1997                0.0000               30.7930
      9709    065771      1997                0.0000                6.6480
      9710    065771      1998                0.0000                9.8310
      9711    065771      1999                0.0000               11.7240
      9712    065771      2000                0.0000               13.5250
      9713    065787      1998                0.0000                2.9920
      9714    065795      1998                0.0000               46.2550
      9715    065803      1998                0.7100               22.6920
      9716    065803      1999                0.9100               27.3130
      9717    065810      1998                0.0000                0.5780
      9718    065887      1998                0.0000                4.3370
      9719    065887      2000                0.0000                3.0260
      9720    065904      1997                0.0000               15.6220
      9721    065905      1998                0.0000                0.6670
      9722    065911      1999                0.0000                8.7580
      9723    065911      2000                0.0000                7.1690
      9724    065913      1997                0.0000                6.5360
      9725    065913      1998                0.0000                5.9050
      9726    065915      1997                0.0000                9.5730
      9727    065915      1998                0.0000                9.4490
      9728    065915      1999                0.0000                7.6530
      9729    065923      1997                0.0000                5.8930
      9730    065923      1998                0.0000               13.4280
      9731    065923      1999                0.0000               12.8700
      9732    065923      2000               -0.0500               13.9720
      9733    065948      1998                0.1190                5.8480
      9734    065948      1999                0.0000               11.4870
      9735    065973      1997                0.0000                6.3380
      9736    066013      1997                0.0000              353.0000
      9737    066013      1999                0.0000              657.0000
      9738    066016      1998                3.0000               71.0000
      9739    066016      1999                5.0000              127.0000
      9740    066016      2000               18.0000              102.0000
      9741    066032      1999                0.0000               28.8110
      9742    066032      2000                0.0000               28.2360
      9743    066049      1998                0.0000               10.0600
      9744    066049      1999                0.0000                2.6220
      9745    066049      2000                0.0000                0.4770
      9746    066050      2000                 .                   10.1300
      9747    066059      1998                0.0000                6.7740
      9748    066059      1999                0.0000                1.6500
      9749    066059      2000                0.0000                5.0150
      9750    066293      1998               -0.3000               96.2000
      9751    066352      1997                0.0000                0.8010
      9752    066352      1998                0.0000                5.7480
      9753    066352      1999                0.0000                9.3520
      9754    066371      1998                0.0000               12.6380
      9755    066371      1999                0.0000               83.4550
      9756    066371      2000                0.0000               42.7990
      9757    066386      1998                0.0000               14.5990
      9758    066386      1999                0.0000                6.7390
      9759    066386      2000                0.0000               10.4610
      9760    066393      1998                0.0000               14.1590
      9761    066393      1999                0.0000               20.0930
      9762    066393      2000                0.0000               36.3450
      9763    066404      1998                0.5260               13.9100
      9764    066404      1999                0.5110               14.1380
      9765    066404      2000                0.7680               14.8300
      9766    066430      1994                 .                  572.0000
      9767    066430      1995                 .                 1697.0000
      9768    066430      1996                 .                  296.0000
      9769    066430      1997                 .                  235.0000
      9770    066438      1998                0.0000               40.0000
      9771    066438      1999                0.0000               62.9000
      9772    066438      2000                0.0000               41.1000
      9773    066446      1998                0.0000               26.8580
      9774    066446      1999                0.0000              102.9380
      9775    066446      2000                0.0000              199.0510
      9776    066454      1998                0.0000                8.0730
      9777    066455      1998                0.0000               18.4850
      9778    066455      1999                0.0000               22.4500
      9779    066496      1999                0.0000                8.6430
      9780    066496      2000                0.0000                9.1820
      9781    066526      1998                0.0000                4.5400
      9782    066526      1999                0.0000                3.2480
      9783    066526      2000                0.0000                1.9530
      9784    066531      1998                0.0000                0.3830
      9785    066531      1999                0.0000                2.8460
      9786    066544      1999                0.0000               33.5280
      9787    066544      2000                0.0000               40.1100
      9788    066586      1998                0.0000               22.5490
      9789    066586      1999                0.0000               36.6650
      9790    066586      2000                0.0000               50.7520
      9791    066602      1998               -0.1650               32.5350
      9792    066617      1998                0.0000               23.6570
      9793    066617      1999                0.0000               29.7230
      9794    066657      1998                0.0000                7.3550
      9795    066657      1999                0.0000                9.7670
      9796    066659      2000                0.0000                0.2980
      9797    066684      1999                0.0000               92.0000
      9798    066708      1998                0.0000               55.9970
      9799    105936      1998                0.0000               51.7230
      9800    105936      1999                0.0000               55.2430
      9801    105936      2000                0.0000               92.1550
      9802    106254      1998                0.0000                0.2180
      9803    106977      1999                0.0000                0.7360
      9804    107670      1998                0.0000               13.2220
      9805    108846      1998                0.0000                2.9790
      9806    108846      1999                0.0000                1.3850
      9807    108846      2000               -0.0500                0.1760
      9808    108913      1999                0.0000                3.1190
      9809    109079      1998                0.2550               12.6190
      9810    109079      1999                0.1300               12.0390
      9811    109079      2000                0.1160                9.2430
      9812    109423      1998                0.0000                2.8120
      9813    109423      1999                0.0000                3.1720
      9814    109762      1998                0.0000                6.4970
      9815    109826      1999                0.0000                1.6550
      9816    109919      1998               -0.3100               10.3170
      9817    109919      1999               -0.0330               15.1790
      9818    109919      2000               -0.0700               14.9350
      9819    109920      1998                0.0000                7.1120
      9820    110039      1999                0.0000              103.3190
      9821    110045      1999                0.0000               17.9350
      9822    110045      2000                0.0000                7.6950
      9823    110104      1998                0.0000               24.8310
      9824    110106      1998                0.0000                7.8950
      9825    110387      1998                0.0000               13.3120
      9826    110387      1999                0.0000               16.2240
      9827    110560      1998                0.0000                2.3870
      9828    110560      1999                0.0000                1.1850
      9829    110566      1998                0.0000              111.9000
      9830    110566      1999                1.9000               77.2000
      9831    110566      2000                3.6000               39.3000
      9832    110721      1998                0.0000                8.0750
      9833    110721      1999                0.0000               12.3340
      9834    110721      2000                0.0000               21.9260
      9835    110725      1999                 .                    1.8370
      9836    110728      1998                0.0000               11.1830
      9837    110728      1999                0.0000               17.9470
      9838    110728      2000                0.0000               45.7400
      9839    110759      1998                0.0000                6.7650
      9840    110760      1998                0.0000               10.2030
      9841    110801      1998                0.0000               13.6230
      9842    110801      1999                0.0000                0.1280
      9843    110801      2000                0.0000                0.2760
      9844    111020      1999                0.0000                4.3680
      9845    111020      2000                0.0000                3.1810
      9846    111103      1999                0.0000               30.1310
      9847    111103      2000                0.0000               34.9270
      9848    111282      1998                0.0000                2.8610
      9849    111282      1999                0.0000                2.7540
      9850    111282      2000                0.0000                4.7180
      9851    111287      1998                0.0000                6.2800
      9852    111287      1999                0.0000                8.6280
      9853    111287      2000                0.0000                6.8990
      9854    111490      1998                0.0000                6.4300
      9855    111490      1999                0.1200               23.3730
      9856    111490      2000               -0.8690               23.2780
      9857    111493      1998                0.0000               16.4530
      9858    111493      1999                0.0000               42.3520
      9859    111493      2000                0.0000                6.3700
      9860    111530      1998                0.0000               24.6710
      9861    111530      1999                0.0000               23.7190
      9862    111530      2000                0.0000               25.2460
      9863    111532      1998                0.0000                0.8570
      9864    111631      1998                0.0000              102.0940
      9865    111631      1999                0.0000               93.1620
      9866    111662      1998                0.0000               29.5220
      9867    111723      1998                0.0000               23.4910
      9868    111723      1999                0.0000               28.4340
      9869    111723      2000                0.0000               30.5550
      9870    111873      1998                0.0000                8.2470
      9871    111961      1998                0.0000                2.3290
      9872    111961      1999                0.0000                3.0080
      9873    111961      2000                0.0000                1.4880
      9874    112034      1998                0.0000               10.2540
      9875    112042      1998                0.0000                7.5810
      9876    112042      1999                0.0000                5.5690
      9877    112042      2000                0.0000                4.1130
      9878    112401      1998                0.0000                2.3880
      9879    112623      1998                0.0000                9.3190
      9880    112623      1999                0.0000               15.1260
      9881    112623      2000                0.0000               27.4100
      9882    112720      1998                0.0000               12.1220
      9883    112720      1999                0.0000               14.8200
      9884    112759      1999                0.0000              149.5000
      9885    112778      1999                0.0000               31.1490
      9886    112874      1999                0.0000               35.4360
      9887    112874      2000                0.0000               26.7950
      9888    112880      1999                 .                   22.0090
      9889    112968      1999                0.0000               16.5300
      9890    113028      1998                0.0000                9.0100
      9891    113269      1999                0.0000                8.2690
      9892    113269      2000                0.0000                7.4370
      9893    113272      1998                0.0000                4.8270
      9894    113272      1999                0.0000               10.2440
      9895    113272      2000                0.0000               12.3450
      9896    113274      1998                0.0000               22.2620
      9897    113301      1998                0.0000               20.1330
      9898    113301      1999                0.0000               23.9950
      9899    113301      2000                0.0000              141.2340
      9900    113361      1999                0.0000               15.6110
      9901    113361      2000                0.0000               10.5420
      9902    113460      1999                0.0000               10.1190
      9903    113460      2000               -0.1330               11.3190
      9904    113728      2000                0.0000                0.0310
      9905    114370      1999                0.0000               10.7870
      9906    114370      2000                0.0000               21.9080
      9907    114524      1998                0.0000                7.0300
      9908    115245      2000                0.0000               34.1540
      9909    116857      1999                2.0000              253.0000
      9910    116857      2000                1.0000              265.0000
      9911    117036      1999                 .                   50.8920
      9912    117036      2000                 .                   28.5920
      9913    117862      1999                0.0000               61.5000
      9914    117902      1999                 .                   40.9540
      9915    117904      1999                0.0000                8.5710
      9916    118081      1999                0.0000               21.9690
      9917    118121      1999                0.0000               11.2060
      9918    118121      2000                0.0000               26.2620
      9919    118267      1999                2.8340               57.7710
      9920    118267      2000                3.9600               60.2990
      9921    118321      1999                0.0000               26.4820
      9922    118321      2000                0.0000               42.8280
      9923    118444      1999                0.0000                1.1490
      9924    118444      2000                0.0000                2.5830
      9925    118502      1999                0.0000               17.5680
      9926    118502      2000                0.0000               24.4590
      9927    118577      1999                0.0000               10.1990
      9928    118734      2000                1.0470                5.3120
      9929    118793      1999                0.0000               94.3900
      9930    118793      2000                0.0000               68.2030
      9931    118797      1999                0.0000                3.3700
      9932    118797      2000                0.0000                0.6290
      9933    118873      1999                0.0000                4.6270
      9934    118873      2000                0.0000                5.3560
      9935    119275      1999                0.0000               29.2680
      9936    119275      2000                0.0000               73.9490
      9937    119277      1998                0.0000                8.8250
      9938    119316      2000                0.0000               30.9840
      9939    119493      1999                0.0000               11.1270
      9940    119553      1997                0.0000                2.7480
      9941    119595      1999                0.0000                6.3440
      9942    119753      1999                0.0000                8.3850
      9943    119753      2000                0.1770               16.5810
      9944    120444      1999                0.0000               58.4780
      9945    120444      2000                0.0000               56.7130
      9946    120456      1999                0.0000                0.8240
      9947    120456      2000                0.0000                0.1730
      9948    120557      1999                0.0000                2.7680
      9949    120824      1999                0.0000               15.8480
      9950    120824      2000                0.0000               28.6100
      9951    120839      1999                0.0000               44.6630
      9952    120839      2000                0.0000               59.4220
      9953    120877      1999                0.0000              510.0000
      9954    120877      2000                0.0000              748.0000
      9955    121142      1999                0.0000               32.6910
      9956    121142      2000                0.0000               72.3510
      9957    121153      1999                0.0000               50.7680
      9958    121233      1999               12.7870               18.2050
      9959    121844      1999                0.0000               57.1580
      9960    121844      2000                0.0000               72.5980
      9961    121938      2000                0.0000                7.9190
      9962    122678      2000                0.0000               12.7240
      9963    122734      1999                0.0000                4.2690
      9964    122754      1999                0.0000                1.6490
      9965    122754      2000                0.0000                6.2650
      9966    122902      1999                0.0000               23.7510
      9967    122915      1999                0.0000               20.9750
      9968    122921      1999                0.0000                5.6700
      9969    123017      1999                0.0000                2.6820
      9970    123017      2000                0.0000                8.7900
      9971    123435      2000               -1.2560                8.5310
      9972    124636      1999                5.0760                7.8630
      9973    124636      2000                7.0390               11.5200
      9974    125014      1999                0.0000               10.0470
      9975    125014      2000                0.0000                8.5040
      9976    125237      1999                0.0000               22.8220
      9977    125237      2000                0.0000               37.2760
      9978    125240      1999                0.0000               73.6980
      9979    125240      2000                0.0000              100.0410
      9980    125274      1999                0.0000                2.7920
      9981    125274      2000                0.0000                2.8700
      9982    125275      2000                0.0000               32.0530
      9983    125601      1999               -0.0510                2.7300
      9984    125601      2000               -0.0600                4.1450
      9985    125859      2000                0.0000                3.1400
      9986    125860      1999                0.0000               29.0170
      9987    125860      2000                0.0000                9.8230
      9988    125975      2000                0.0000                3.0920
      9989    126056      1999                0.3380               17.1460
      9990    126322      1999                0.0000                1.9900
      9991    126417      1999                0.0000                6.1360
      9992    126424      1999                0.0000               22.8310
      9993    126597      1999                0.0000                4.4600
      9994    126597      2000                0.0000               26.0470
      9995    126721      2000                0.0000               52.9000
      9996    126722      1999                0.0000               18.8200
      9997    127462      1999                0.0000                3.5930
      9998    127480      2000                0.2240               56.0020
      9999    127484      2000                0.1280                1.8520
     10000    127539      2000                 .                    1.1800
     10001    127541      2000                0.0000                1.6650
     10002    127575      1999                0.0000               32.4800
     10003    127575      2000                0.0000               42.8650
     10004    129624      2000                0.0000                5.4210
     10005    130421      2000                0.0000               11.2690
     10006    131425      2000                0.0000               17.6140
     10007    132702      2000                0.0000                5.4490
     10008    133288      2000                0.0000               25.8490
     10009    133767      2000                0.7160               24.4990
     10010    133769      2000                0.0000               14.6380
     10011    133949      2000                0.0000               12.7640
     10012    133987      2000                 .                   12.1260
     10013    134932      2000                2.2000              140.9000
     10014    135844      2000                0.0000               10.7930
     10015    135986      2000                0.0000                4.1670
     10016    136824      2000                0.0000                2.6790
     10017    137573      2000                0.4890               80.5880
     10018    137667      2000                0.0000               32.3570
     10019    138005      2000                0.0000               21.2800
     10020    138347      2000                0.0000               13.4890
     10021    138402      2000                0.0000                4.4470
     10022    138607      2000                0.0000               51.6550
     10023    138707      2000                0.0000                7.5760
     10024    138901      2000                0.0000               20.2500
     10025    138943      2000                0.0000                1.7530
     10026    139665      2000                0.0000              284.0000
     10027    139804      2000                0.0000               32.9640
     10028    140676      2000                0.0000                3.3930
     10029    140759      2000                0.0000               22.2300
     10030    141098      2000                0.0000                4.6810
     10031    141359      2000                0.0000               23.7950
     10032    141362      2000                0.0000               14.7290

       Obs             ptbi_lead              mii_lead      PTBI

         1               22.7820                0.0000    0.03489
         2               32.9750                0.0000    0.05276
         3               51.1570                0.0000    0.06817
         4               59.7860                0.0000    0.08525
         5               49.5260                0.0000    0.08558
         6               20.2200                0.0000    0.06749
         7              -98.2290                0.0000    0.02803
         8               86.2290                0.0000    0.20926
         9              136.6630                 .        0.18430
        10              170.0570                 .        0.19953
        11              225.7340                 .        0.19947
        12              160.3830                 .        0.20183
        13             1460.4000                 .        0.10789
        14            -1920.7000                 .        0.50157
        15                1.9650                0.0000    0.08622
        16                2.0090                0.0000    0.06840
        17                3.1750                0.0000    0.07216
        18                2.0530                0.0000    0.11341
        19                3.2170                0.0000    0.07004
        20                2.5070                0.0000    0.11097
        21               46.6710                0.0000    0.04881
        22               31.8950                0.0000    0.09282
        23              -41.0990                0.0000    0.05308
        24             2204.0000               40.0000    0.07949
        25             1006.0000                 .        0.10014
        26             1287.0000                 .        0.04310
        27            -2756.0000                 .        0.05088
        28               15.9120                0.0000    0.12185
        29               25.1790                0.0000    0.10065
        30               30.2370                0.0000    0.14116
        31               35.1910                0.0000    0.13823
        32               41.3020                0.0000    0.13758
        33               43.9060                0.0000    0.13987
        34               19.8550                0.0000    0.12566
        35             2413.3190               18.0000    0.26729
        36             2685.5500               16.0000    0.26709
        37             2960.9460               11.0000    0.25996
        38             3247.5990                7.0000    0.25445
        39             3404.8880                8.0000    0.25640
        40             3824.4070                8.0000    0.24538
        41             1900.1480               17.0000    0.25653
        42                4.8320                 .        0.04225
        43               -0.9640                 .        0.04541
        44               12.6150                0.0000    0.13829
        45               11.8090                0.0000    0.15026
        46               10.2010                0.0000    0.13619
        47               11.7430                0.0000    0.11763
        48                9.7500                0.0000    0.13773
        49               10.2310                0.0000    0.11434
        50                6.7860                0.0000    0.11744
        51                2.6140                0.0000    0.02918
        52                8.5620                0.0000    0.09163
        53                3.4670                0.0000    0.07605
        54                9.0700                0.0000    0.02930
        55               13.9220                0.0000    0.04367
        56               -7.0620                0.0000    0.03757
        57                3.7860                0.0000    0.18310
        58              413.2590                0.0000    0.20982
        59             -153.9580                0.0000    0.15091
        60                0.5810                0.0000    0.10892
        61                0.4820                0.0000    0.03000
        62                0.7530                0.0000    0.02232
        63                1.7100                0.0000    0.03404
        64               32.6070                0.0000    0.10857
        65              553.0000                 .        0.06640
        66                0.9060                0.0000    0.19662
        67                0.6280                0.0000    0.04629
        68                1.9450                0.0000    0.02804
        69                2.1090                0.0000    0.07414
        70               39.6340                0.0000    0.06164
        71               45.9450                0.0000    0.03453
        72              197.4650                0.0000    0.03639
        73              221.5850                0.0000    0.14773
        74              147.3880                0.0000    0.15455
        75               23.2260                0.0000    0.09373
        76                4.4300                0.0000    0.04787
        77                3.5860                0.0000    0.04588
        78                6.0650                0.0000    0.05589
        79               -2.4700                0.0000    0.08636
        80               84.2420                0.0000    0.11814
        81              100.0140                0.0000    0.11821
        82              136.1210                0.0000    0.11600
        83              132.3780                0.0000    0.14259
        84              133.7830                0.0000    0.12801
        85              154.2810                0.0000    0.11877
        86              167.2360                0.0000    0.11986
        87              758.5010                0.0000    0.19624
        88              794.8470                0.0000    0.19555
        89              826.9030                0.0000    0.17962
        90              894.8450                0.0000    0.16649
        91              899.8100                0.0000    0.15627
        92             1274.0000                0.0000    0.08204
        93              873.0000                 .        0.08018
        94               -1.2950                0.0000    0.32214
        95               51.9540                0.0000    0.05890
        96              127.2120                0.0000    0.05806
        97               55.2950                0.0000    0.07258
        98               95.5400                0.0000    0.03341
        99              122.7150                0.0000    0.06033
       100              187.2050                0.0000    0.07604
       101               14.4660                0.0000    0.12146
       102                6.8200                0.0000    0.13699
       103               17.8500                0.0000    0.06103
       104               11.0250                0.0000    0.15373
       105                7.0610                0.0000    0.08881
       106               20.5750                0.0000    0.04912
       107               20.1120                0.0000    0.12328
       108             -302.5610                 .        0.07173
       109             -796.3480              -10.6810    0.08695
       110               46.7130                5.0090    0.10392
       111               -8.5540                2.2680    0.09018
       112                6.0110               -0.0240    0.12171
       113                5.8450               -0.0560    0.09752
       114              571.8060                 .        0.09717
       115              498.9780               37.5380    0.11685
       116              869.9380               41.2370    0.08846
       117             1074.5160              102.1770    0.15077
       118             1447.4990              116.6470    0.12958
       119               49.2700                0.0000    0.20131
       120               24.2630                0.0000    0.23263
       121               29.8370                0.0000    0.26724
       122               24.6830                0.0000    0.24099
       123              116.7870                0.0000    0.13065
       124              149.1000                0.0000    0.13397
       125             -211.4000                0.0000    0.11690
       126              132.7000                0.0000    0.11733
       127              256.7000                0.0000    0.07740
       128               26.0980                0.0000    0.11906
       129               24.7310                0.0000    0.12324
       130               20.0050                0.0000    0.09920
       131               22.9750                0.0000    0.05142
       132                1.2130                0.0130    0.04042
       133               18.7200                4.7060    0.19514
       134               21.9740                6.8040    0.07256
       135               19.2950                3.7770    0.04828
