                                 The SAS System                                1
                                             Thursday, July  8, 2021 08:19:00 PM

       Obs    gvkey      fyear                   mii                    pi
      2965    008229      2000                0.0000                6.0890
      2966    008233      1994                0.0000                7.4470
      2967    008233      1995                0.0000               12.8630
      2968    008240      1994                0.0000              121.3180
      2969    008250      1994                0.0000                1.0360
      2970    008250      1995                0.0000                2.7550
      2971    008250      1996                0.0000                4.2940
      2972    008250      1997                0.0000                3.6260
      2973    008250      1998                0.0000                3.4410
      2974    008250      1999                0.0000                2.6810
      2975    008253      1994                 .                  320.1000
      2976    008253      1995                 .                  399.6000
      2977    008253      1996                0.0000              312.9000
      2978    008253      1997                0.0000              534.7000
      2979    008253      1998                0.0000              653.1000
      2980    008253      1999                0.0000              923.2000
      2981    008257      1997                0.0000                2.4860
      2982    008257      1998                0.0000                2.6630
      2983    008257      1999                0.0000                2.2370
      2984    008286      1994                 .                 1794.0000
      2985    008286      1995                 .                 1611.0000
      2986    008293      1994                0.0000               17.0600
      2987    008293      1995                0.0000               22.1010
      2988    008293      1996                0.0000               29.1360
      2989    008293      1997                 .                   37.9000
      2990    008293      1998                 .                   48.0000
      2991    008293      1999                 .                   49.8000
      2992    008293      2000                 .                  100.9000
      2993    008304      1994                0.0000              135.0980
      2994    008304      1995                0.0000              167.7040
      2995    008304      1996                0.0000              197.8540
      2996    008315      1994                0.0000                2.0210
      2997    008334      1994                0.0000                5.7470
      2998    008334      1995                0.0000                7.0150
      2999    008334      1996                0.0000                8.8110
      3000    008336      1995                0.0000                1.1560
      3001    008336      1996                0.0000                1.3800
      3002    008336      1997                0.0000                2.0950
      3003    008336      1998                0.0000                2.5710
      3004    008336      1999                0.0000                1.8670
      3005    008336      2000                0.0000                2.2110
      3006    008386      1994                0.0000               14.5260
      3007    008386      1995                 .                   16.4370
      3008    008386      1996                 .                   17.7290
      3009    008386      1997                 .                   13.6900
      3010    008386      1998                 .                   15.5120
      3011    008386      1999                 .                   12.1730
      3012    008402      1994                0.0000               54.3730
      3013    008402      1995                0.0000               72.6870
      3014    008402      1996                0.0000              103.6560
      3015    008402      1997                0.0000              144.1730
      3016    008402      1998                0.0000              200.1430
      3017    008402      1999                0.0000              275.3720
      3018    008402      2000                0.0000              363.9810
      3019    008403      1994                 .                    8.3850
      3020    008404      1994                0.0000               93.9400
      3021    008417      1994                0.0000               31.2630
      3022    008417      1995                0.0000               31.9040
      3023    008417      1996                0.0000               33.0020
      3024    008417      1997                0.0000               76.0410
      3025    008423      1994                0.0000                1.2280
      3026    008423      1995                0.0000                1.8600
      3027    008423      1996                0.0000                1.1340
      3028    008434      1994                0.0000               17.1270
      3029    008434      1995                0.0000               22.1210
      3030    008434      1996                0.0000               22.1220
      3031    008434      1997                0.0000               22.9260
      3032    008434      1998                0.0000               24.2000
      3033    008434      1999                0.0000               25.7000
      3034    008434      2000                0.0000               40.6390
      3035    008446      1994                 .                 1699.0000
      3036    008446      1995                 .                 1341.0000
      3037    008446      1997                 .                  925.0000
      3038    008446      1998                 .                  955.0000
      3039    008446      1999                 .                  531.0000
      3040    008460      1994                0.0000                0.8320
      3041    008460      1995                0.0000                0.7350
      3042    008460      1996                0.0000                1.4430
      3043    008475      1994                0.0000              126.4820
      3044    008475      1995                0.0000              129.4520
      3045    008475      1996                0.0000              159.2290
      3046    008475      1997                0.0000               75.4560
      3047    008475      1999                0.0000               44.9670
      3048    008488      1994                 .                   89.1320
      3049    008512      1994                0.0000                1.0980
      3050    008512      1995                0.0000                1.8320
      3051    008512      1996                0.0000                4.6500
      3052    008512      1997                0.0000                9.6820
      3053    008512      1998                0.0000                8.6250
      3054    008512      1999                0.0000               10.1010
      3055    008512      2000                0.0000               14.2740
      3056    008515      1994                0.0000                8.7880
      3057    008515      1995                0.0000               10.5530
      3058    008515      1996                0.0000               10.8570
      3059    008515      1997                0.0000               12.5090
      3060    008515      1998                0.0000                5.0340
      3061    008517      1994                 .                    8.5060
      3062    008517      1995                 .                    8.1140
      3063    008530      1994                4.6000             1861.5000
      3064    008530      1995                7.0000             2299.2000
      3065    008530      1996                6.0000             2804.0000
      3066    008530      1997               10.0000             3088.0000
      3067    008530      1998                2.0000             2594.0000
      3068    008530      1999                5.0000             4448.0000
      3069    008530      2000               14.0000             5781.0000
      3070    008536      1994                8.0000              383.7000
      3071    008536      1995               12.9000             1082.2000
      3072    008536      1996               16.2000              698.0000
      3073    008536      1997                4.7000              593.6000
      3074    008536      1998                7.9000              332.8000
      3075    008543      1994                0.0000             8216.0000
      3076    008543      1995                0.0000             9347.0000
      3077    008543      1996                0.0000            10683.0000
      3078    008543      1997               87.0000            10698.0000
      3079    008543      1998              128.0000             9215.0000
      3080    008543      1999              126.0000            12821.0000
      3081    008543      2000              127.0000            14087.0000
      3082    008549      1994                 .                  852.0000
      3083    008549      1995                 .                 1064.0000
      3084    008549      1996                 .                 2172.0000
      3085    008549      1997                 .                 1900.0000
      3086    008551      1994                0.0000               36.9090
      3087    008570      1994                0.0000               64.2720
      3088    008570      1995                0.0000               23.4820
      3089    008579      1994                0.0000               36.0270
      3090    008579      1998                0.0000              129.6100
      3091    008579      1999                0.0000              118.6120
      3092    008579      2000                0.0000              150.2400
      3093    008596      1994                 .                  346.8610
      3094    008596      1997                 .                  370.0000
      3095    008599      1994                0.0000               42.2130
      3096    008599      1995                0.0000               43.6390
      3097    008599      1996                0.0000               40.3210
      3098    008599      1997                 .                   52.1210
      3099    008599      1998                 .                   54.8270
      3100    008599      1999                 .                   71.3550
      3101    008607      1994                 .                   18.6560
      3102    008607      1995                 .                   21.2550
      3103    008607      1996                 .                   20.6290
      3104    008607      1997                 .                   23.9630
      3105    008633      1994                0.0000               35.2720
      3106    008633      1995                0.0000               41.7540
      3107    008633      1996                0.0000               44.9570
      3108    008633      1997                0.0000               57.6320
      3109    008633      1998                0.0000               81.2540
      3110    008633      1999                0.0000               94.8780
      3111    008633      2000                0.0000              102.1520
      3112    008637      1998                0.0000                2.3280
      3113    008642      1994                0.0000               20.1850
      3114    008642      1995                0.0000               25.2310
      3115    008642      1996                0.0000               23.2800
      3116    008648      1999                0.0000                5.3620
      3117    008653      1994                0.0000                0.2180
      3118    008655      1994                0.0000               42.8910
      3119    008655      1996                0.0000               52.3810
      3120    008655      1997                 .                   55.2070
      3121    008657      1994                0.0000              160.7000
      3122    008669      1994                0.0000                0.6220
      3123    008669      1995                0.0000                0.7160
      3124    008669      1996                0.0000                0.3280
      3125    008669      1997                0.0000                0.4360
      3126    008669      1998                0.0000                0.4440
      3127    008692      1994                0.0000               75.9610
      3128    008692      1995                0.0000              170.9390
      3129    008692      1996                0.0000               86.3260
      3130    008692      1997                0.0000               54.6350
      3131    008692      1998                0.0000               58.1750
      3132    008692      1999                0.0000               66.0440
      3133    008699      1994                0.0000                6.1570
      3134    008699      1995                0.0000                8.0040
      3135    008699      1996                0.0000               16.0030
      3136    008699      1997                0.0000               18.4400
      3137    008699      1998                0.0000               16.7450
      3138    008699      1999                0.0000               10.4630
      3139    008699      2000                0.0000               10.8820
      3140    008762      1994                 .                 3346.0000
      3141    008762      1995                 .                 4000.0000
      3142    008762      1996                 .                 4669.0000
      3143    008762      2000                 .                 5536.0000
      3144    008770      1994                0.0000               18.3320
      3145    008770      1995                0.0000               20.9850
      3146    008803      1996                0.0000                0.1430
      3147    008803      1997                0.0000                0.1430
      3148    008815      1996                0.0000              416.5840
      3149    008815      1997                0.0000              555.3570
      3150    008815      1998                0.0000              584.3880
      3151    008815      1999                0.0000              719.5690
      3152    008815      2000                0.0000              823.5530
      3153    008816      1994                0.0000               21.3420
      3154    008816      1995                0.0000               23.0490
      3155    008816      1996                0.0000               21.5680
      3156    008816      1997                0.0000               22.8050
      3157    008819      1998                0.0000                9.8900
      3158    008853      1995                 .                    4.0500
      3159    008853      1996                 .                   24.2230
      3160    008858      1994                0.0000                1.4150
      3161    008858      1999                0.0000                4.3660
      3162    008858      2000                0.0000                6.0190
      3163    008859      1994                0.0000               32.5030
      3164    008859      1995                0.0000               58.3800
      3165    008859      1996                0.0000               56.7070
      3166    008859      1997                0.0000               42.6430
      3167    008859      1999                0.0000               60.3490
      3168    008863      1994                0.0000                8.6980
      3169    008863      1995                0.0000                9.0510
      3170    008863      1996                0.0000               10.5540
      3171    008863      1997                0.0000                5.3350
      3172    008864      1995                0.0000                0.2610
      3173    008864      1996                0.0000                0.3480
      3174    008864      1997                0.0000                0.3780
      3175    008864      1999                0.0000                0.6020
      3176    008864      2000                0.0000                2.0750
      3177    008867      1994                0.0000              145.3050
      3178    008867      1996                 .                  200.6960
      3179    008867      1997                 .                  230.8150
      3180    008872      1998                0.0000                4.3320
      3181    008872      1999                0.0000                9.5490
      3182    008872      2000                0.0000                1.6880
      3183    008874      1994                0.0000                0.6470
      3184    008874      1995                0.0000                0.9100
      3185    008874      1996                0.0000                1.0040
      3186    008901      1994                0.0000               13.1820
      3187    008901      1995                0.0000               16.1510
      3188    008901      1996                0.0000               20.2370
      3189    008901      1997                0.0000               33.9630
      3190    008901      1998                0.0000               25.8460
      3191    008901      1999                0.0000               13.1470
      3192    008901      2000                0.0000               25.9770
      3193    008902      1994                0.0000              106.8570
      3194    008902      1995                 .                  119.8860
      3195    008902      1996                 .                  135.7280
      3196    008902      1997                 .                  149.5560
      3197    008902      1998                 .                  159.5970
      3198    008902      1999                 .                   71.7610
      3199    008902      2000                 .                  101.4870
      3200    008912      1995                0.0000               67.0920
      3201    008912      1996                0.0000               55.9270
      3202    008912      1997                0.0000               70.2110
      3203    008912      1998                0.0000               85.1030
      3204    008912      1999                0.0000               92.7310
      3205    008926      1994                0.0000                4.5110
      3206    008926      1995                0.0000                2.4100
      3207    008958      1994                0.0000                9.3720
      3208    008958      1995                0.0000                9.5660
      3209    008958      1996                0.0000               11.9150
      3210    008958      1997                0.0000               12.5400
      3211    008958      1998                0.0000                9.6490
      3212    008958      1999                0.0000               10.5030
      3213    008958      2000                0.0000               10.9240
      3214    008965      1994                 .                   16.1550
      3215    008965      1995                 .                   21.1620
      3216    008972      1994                0.0000              899.9390
      3217    008972      1995                0.0000             1191.6830
      3218    008972      1996                0.0000             1083.4620
      3219    008972      1997                0.0000              790.0000
      3220    008972      1998                0.0000             1467.0000
      3221    008972      1999                0.0000              828.0000
      3222    008972      2000                0.0000              877.0000
      3223    008990      1995                0.0000               19.7250
      3224    009002      1994                0.0000               34.5420
      3225    009004      1994                8.8960              417.3680
      3226    009004      1995               11.4230              275.9740
      3227    009004      1996               14.6350              237.6680
      3228    009004      1997               10.4760              158.0850
      3229    009016      1994                0.0000               38.1640
      3230    009016      1995                0.0000               53.1400
      3231    009016      1996                0.0000               51.8150
      3232    009017      1999                2.0920                6.5440
      3233    009023      1996                0.0000               32.9780
      3234    009023      1997                0.0000               19.7020
      3235    009023      1998                0.0000               50.9770
      3236    009023      1999                0.0000               52.7330
      3237    009023      2000                0.0000               83.2340
      3238    009048      1994                 .                    2.7340
      3239    009048      1995                0.0000                5.9440
      3240    009048      1996                0.0000                7.4400
      3241    009048      1997                0.0000               12.2440
      3242    009048      1998                0.0000                6.7050
      3243    009048      2000                0.0000                1.7970
      3244    009051      1994                0.0000                9.2140
      3245    009051      1995               -0.1400                6.5620
      3246    009056      1994                0.0000                6.9080
      3247    009056      1995                0.0000                3.3050
      3248    009056      1996                0.0000                8.6410
      3249    009058      1994                0.0000               12.4360
      3250    009058      1995                0.0000               19.1580
      3251    009058      1996                0.0000               23.9740
      3252    009058      1997                0.0000               31.1410
      3253    009058      1998                0.0000               28.1820
      3254    009058      1999                0.0000               24.9400
      3255    009071      1994                0.0000                0.7250
      3256    009071      1995                0.0000                0.9520
      3257    009071      1996                0.0000                0.4580
      3258    009071      1997                0.0000                1.6950
      3259    009074      1994                0.0000                8.7940
      3260    009074      1995                0.0000               11.5600
      3261    009112      1994                0.0000               97.3220
      3262    009112      1995                0.0000              136.7550
      3263    009112      1996                0.0000              162.2430
      3264    009112      1997                0.0000              115.7070
      3265    009112      1999                0.0000              199.2540
      3266    009112      2000                0.0000              150.1420
      3267    009113      1994                 .                 1375.0000
      3268    009113      1995               59.0000             1266.0000
      3269    009113      1996                3.0000             1199.0000
      3270    009113      1997               84.0000             1016.0000
      3271    009114      1994                 .                  190.1000
      3272    009114      1995                 .                  548.0000
      3273    009114      1997                 .                  240.0000
      3274    009125      2000                0.0000               26.3900
      3275    009132      1999                0.0000               11.9250
      3276    009154      1995                0.0000                2.1770
      3277    009154      1996                0.0000                2.6500
      3278    009154      1997                0.0000                2.8760
      3279    009154      1998                0.0000                3.3030
      3280    009154      1999                0.0000                3.5510
      3281    009154      2000                0.0000                3.5440
      3282    009168      1994                0.0000               52.4380
      3283    009168      1995                0.0000              162.1350
      3284    009170      1994                0.0000               14.4510
      3285    009170      1998                0.0000               31.4430
      3286    009170      1999                0.0000               36.9090
      3287    009170      2000                0.0000               22.8060
      3288    009173      2000                1.4720               30.0410
      3289    009195      1994                 .                  173.7770
      3290    009203      1994                0.0000             1021.3000
      3291    009216      2000                0.0000               37.6340
      3292    009217      1999                1.0000              465.0000
      3293    009217      2000               -5.0000              576.0000
      3294    009225      1994                0.0000               80.5870
      3295    009225      1995                0.0000               63.3500
      3296    009225      1996                0.0000               36.7660
      3297    009225      2000                0.0000               15.4030
      3298    009242      1994                0.0000               34.2210
      3299    009242      1995                 .                   31.1410
      3300    009242      1996                 .                   35.9790
      3301    009242      1997                 .                   37.7950
      3302    009242      1998                 .                   41.7510
      3303    009242      1999                 .                   53.0250
      3304    009242      2000                 .                  235.1540
      3305    009243      1994                0.0000               13.2680
      3306    009248      1994                0.0000               61.3690
      3307    009248      1995                0.0000               72.1210
      3308    009248      1996                0.0000              134.8410
      3309    009248      1997                0.0000              195.7890
      3310    009248      1998                0.0000              219.4150
      3311    009248      1999                0.0000              246.4790
      3312    009248      2000                0.0000              249.1860
      3313    009253      1994                0.2440               15.7290
      3314    009259      1994                0.0000               10.6970
      3315    009259      1995                0.0000               11.6030
      3316    009259      1996                0.0000               11.3870
      3317    009259      1997                0.0000                9.8860
      3318    009259      1998                0.0000               18.1300
      3319    009280      1994                 .                  367.1510
      3320    009280      1995                 .                   95.6350
      3321    009280      1996                 .                  245.0120
      3322    009280      1997                 .                  233.9060
      3323    009284      1994               -0.0520               50.0160
      3324    009284      1995                0.0000               59.2570
      3325    009284      1996                0.0000               61.8860
      3326    009284      1997                0.5090               71.8110
      3327    009284      1998                0.3480               71.0420
      3328    009284      1999                0.4940               81.8830
      3329    009284      2000                0.8830               85.2760
      3330    009289      1994                0.0000                7.0240
      3331    009289      1996                0.0000               42.5550
      3332    009289      1997                0.0000               53.6640
      3333    009289      1998                0.0000               59.5840
      3334    009289      1999                0.0000               53.9670
      3335    009289      2000                0.0000               71.1040
      3336    009293      1994                0.0000              127.5850
      3337    009293      1995                0.0000               87.7330
      3338    009293      1996                0.0000              129.5450
      3339    009298      1994                0.0000               48.0330
      3340    009298      1995                0.0000               52.8410
      3341    009298      1996                0.0000               45.2380
      3342    009298      1997                0.0000               61.1020
      3343    009298      1998                0.0000               62.9890
      3344    009298      1999                0.0000               66.3590
      3345    009298      2000                0.0000               65.8220
      3346    009299      1994                0.0000              260.5190
      3347    009301      1994                0.0000               15.6260
      3348    009302      1994                0.0000               37.3190
      3349    009302      1996                0.0000               26.3970
      3350    009302      1997                0.0000               36.4700
      3351    009302      1998                0.0000               75.1580
      3352    009302      1999                0.0000              109.3360
      3353    009302      2000                0.0000              134.8400
      3354    009305      1994                0.0000                4.0840
      3355    009305      1995                0.0000                4.4050
      3356    009305      1996                0.0000                7.2940
      3357    009305      1997                0.0000                8.0340
      3358    009305      1998                0.0000                8.8480
      3359    009305      1999                0.0000                7.9000
      3360    009305      2000                0.0000                7.3080
      3361    009308      1994                0.0000               12.6850
      3362    009308      1995                0.0000               11.1800
      3363    009308      1996                0.0000               15.1050
      3364    009308      1997                0.0000               17.5830
      3365    009308      1998                0.0000               21.0490
      3366    009311      1994                0.0000                1.7960
      3367    009317      1995                0.0000               35.5070
      3368    009317      1996                0.0000               37.9440
      3369    009317      1997                0.0000               44.0070
      3370    009319      1994                0.0000                4.4520
      3371    009319      1995                0.0000                3.5300
      3372    009319      1998                0.0000                1.1670
      3373    009319      1999                0.0000                3.6730
      3374    009319      2000                0.0000                2.5270
      3375    009323      1995                0.0000                1.8370
      3376    009325      1994                0.0000                3.1620
      3377    009325      1995                0.0000                4.9450
      3378    009325      1996                0.0000                5.3950
      3379    009325      1997                0.0000               12.7640
      3380    009325      1998                0.0000                8.5670
      3381    009325      1999                0.0000                8.4870
      3382    009325      2000                0.0000                2.2830
      3383    009338      1995                0.0000                0.9490
      3384    009338      1996                 .                    1.3010
      3385    009338      1997                 .                    1.7680
      3386    009338      1998                0.0000                4.2920
      3387    009338      1999                0.0000                9.5700
      3388    009347      1994                0.0000                0.3490
      3389    009347      1995                0.0000                1.2580
      3390    009347      1996                0.0000                1.4530
      3391    009347      1997                0.0000                3.0670
      3392    009347      1998                0.0000                3.9640
      3393    009355      1997               25.7270               61.5640
      3394    009355      1998                0.0470              171.5940
      3395    009355      1999                8.9360              198.9760
      3396    009359      1994                 .                  424.1000
      3397    009359      1995                 .                  556.5000
      3398    009359      1996                 .                  767.6000
      3399    009366      1994                0.0000                1.8770
      3400    009366      1995                0.0000                2.2790
      3401    009366      1996                0.0000                2.6290
      3402    009372      1994                0.0000              106.3550
      3403    009372      1995                0.0000              187.5630
      3404    009372      1996                0.0000              141.8170
      3405    009386      1994               -0.6470               16.2350
      3406    009386      1995               -0.5750               10.8760
      3407    009397      1994                0.0000               11.5820
      3408    009397      1996                0.0000                2.8710
      3409    009398      1994                0.0000                2.7620
      3410    009398      1997                0.0000                0.0890
      3411    009406      1997                4.7000               95.6000
      3412    009413      1997                0.0000                1.6500
      3413    009413      1998                0.0000                1.3120
      3414    009413      1999                0.0000                0.8850
      3415    009413      2000                0.0000                2.3140
      3416    009433      1994                0.0000                8.6060
      3417    009441      1994                0.0000               53.2700
      3418    009441      1995                0.0000               34.3210
      3419    009441      1996                0.0000               60.3060
      3420    009441      1997                0.0000               58.1970
      3421    009441      1998                0.0000               56.7030
      3422    009441      1999                0.0000               48.8450
      3423    009455      1995                0.0000                0.9800
      3424    009455      1998                0.0000                0.0820
      3425    009459      1994                0.0000             1213.2000
      3426    009459      1995                0.0000             1394.7000
      3427    009459      1996                0.0000             1606.4000
      3428    009459      1997                0.0000             1913.0000
      3429    009459      1998                0.0000             2326.0000
      3430    009459      1999                0.0000             2795.0000
      3431    009459      2000                0.0000             3188.0000
      3432    009472      1994                0.4260               70.8660
      3433    009472      1995                0.5150               90.3270
      3434    009472      1996                0.3540               71.3260
      3435    009472      1997                0.8600               87.1420
      3436    009472      1998                0.7240               87.0530
      3437    009472      1999                1.8360               79.7920
      3438    009472      2000                2.1380               70.2370
      3439    009473      1994                0.0000                8.6530
      3440    009473      1995                0.0000                9.5000
      3441    009473      1996                0.0000               10.5120
      3442    009473      1997                0.0000               12.4180
      3443    009473      1998                0.0000               13.9160
      3444    009473      1999                0.0000               13.6560
      3445    009473      2000                0.0000               12.7620
      3446    009483      1994                0.0000               51.5020
      3447    009483      1999                 .                  146.2050
      3448    009483      2000                0.0000              222.5830
      3449    009490      1996                0.0000                0.1240
      3450    009490      1997                0.0000                0.1800
      3451    009490      1998                0.0000                0.2100
      3452    009504      1997                0.0000               25.7930
      3453    009504      1998                0.0000               26.2440
      3454    009504      2000                0.0000                9.4990
      3455    009521      1995                0.0000                4.5540
      3456    009521      1997                0.0000                8.4850
      3457    009538      1994                0.0000               49.1310
      3458    009538      1995                0.0000               28.6190
      3459    009538      1997                0.0000               44.5820
      3460    009538      1998                 .                   85.2620
      3461    009545      1994                0.0000              321.5860
      3462    009545      1995                0.0000              409.3390
      3463    009555      1994                 .                   61.2030
      3464    009555      1995                 .                   87.1540
      3465    009555      1996                 .                  114.5950
      3466    009555      1997                 .                  133.4880
      3467    009563      1995                4.0000             1732.0000
      3468    009563      1996                8.0000             2113.0000
      3469    009563      1997               38.0000             2138.0000
      3470    009563      1998               45.0000             1883.0000
      3471    009563      1999               62.0000             2419.0000
      3472    009563      2000               49.0000             2223.0000
      3473    009567      1996                 .                    9.4360
      3474    009567      1997                 .                   10.6010
      3475    009567      1998                 .                   11.0420
      3476    009589      1994                0.0000               15.2700
      3477    009589      1995                0.0000               16.0250
      3478    009590      1994                0.0000                4.9790
      3479    009599      1996                0.0000               11.4130
      3480    009612      1995                0.0000               81.1700
      3481    009612      1996                0.0000               62.9280
      3482    009613      1998                0.0000              318.7780
      3483    009613      1999                0.0000              296.1930
      3484    009613      2000              -13.2370              305.0700
      3485    009619      1994                0.0000                0.7560
      3486    009619      1995                0.0000                0.3280
      3487    009619      1996                0.0000                1.4610
      3488    009619      1997                0.0000                1.0100
      3489    009619      1998                0.0000                1.4560
      3490    009621      1995                0.0000                0.2270
      3491    009621      1998                0.0000                0.1040
      3492    009643      1994                0.0790              212.0000
      3493    009649      1994                 .                    0.3810
      3494    009649      1995                0.0000                9.4300
      3495    009649      1996                0.0000               12.5280
      3496    009649      1997                0.0000               16.2170
      3497    009664      1995                0.5340               10.3380
      3498    009664      1996                0.6690                8.4850
      3499    009664      1997                1.0860                8.1590
      3500    009664      1998                1.1360               10.3390
      3501    009664      1999                1.9630               12.1880
      3502    009664      2000                3.0790               18.9280
      3503    009667      1994                 .                  298.5130
      3504    009667      1995                 .                  318.4980
      3505    009667      1996                 .                  375.3770
      3506    009667      1997                 .                  427.2770
      3507    009667      1998                 .                  440.1030
      3508    009667      1999                 .                  490.1180
      3509    009667      2000                 .                  143.4060
      3510    009673      1994                0.0000               98.1830
      3511    009673      1995                0.0000               19.0750
      3512    009682      1995                 .                   24.6100
      3513    009682      1996               -1.9870                7.4940
      3514    009698      1995                0.0000                3.0670
      3515    009698      1996                0.0000                4.6940
      3516    009698      1997                0.0000                9.1230
      3517    009698      1998                0.0000               11.6090
      3518    009699      1994                 .                  170.3090
      3519    009699      1995                 .                  204.1600
      3520    009699      1996                 .                  229.6840
      3521    009699      1997                 .                  252.7540
      3522    009699      1998                 .                  242.5900
      3523    009699      1999                 .                  203.7170
      3524    009699      2000                 .                  202.9090
      3525    009719      1997                0.0000               41.5190
      3526    009742      1994                0.0000               23.0910
      3527    009771      1999                0.0000               77.0920
      3528    009771      2000                0.0000               65.0880
      3529    009777      1999                0.0000               41.5310
      3530    009777      2000                0.0000               49.9600
      3531    009837      1998                4.6000              215.8000
      3532    009861      1994                0.0000              299.5000
      3533    009861      1995                0.0000              278.4000
      3534    009861      1996                0.0000              300.4000
      3535    009872      1999                0.0000              127.3390
      3536    009872      2000                0.0000              153.7190
      3537    009882      1994                0.0000              299.5230
      3538    009882      1995                0.0000              305.1400
      3539    009882      1996                0.0000              341.3620
      3540    009882      1997                0.0000              516.9560
      3541    009882      1998                0.0000              705.1120
      3542    009882      1999                0.0000              773.6110
      3543    009882      2000                0.0000             1017.3640
      3544    009899      1994                 .                 2433.8000
      3545    009899      1995                 .                 2792.3000
      3546    009899      1996                 .                 3267.0000
      3547    009899      1997                 .                 2337.0000
      3548    009899      1998                 .                 6374.0000
      3549    009899      1999                 .                10853.0000
      3550    009899      2000                 .                12888.0000
      3551    009916      1998                0.0000                2.2150
      3552    009916      2000                0.0000                1.4480
      3553    009919      1994                0.0000               16.5190
      3554    009919      1995                0.0000                5.4270
      3555    009919      1996                0.0000                3.8520
      3556    009919      1998                0.0000                7.7210
      3557    009942      1994                0.0000                5.1660
      3558    009942      1995                 .                    2.1480
      3559    009942      1997                 .                    4.3310
      3560    009942      1998                 .                    3.2060
      3561    009952      1994                0.0000               47.2460
      3562    009952      1999                0.0000              137.1270
      3563    009952      2000                0.0000              196.0240
      3564    009963      1994                0.0000              106.7120
